Regions code,Regions label,Migration Region (inflow) (6 categories) code,Migration Region (inflow) (6 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000003,Yorkshire and The Humber,2,"Inflow: lived elsewhere one year ago, but within the same area",5,Other ethnic group,9,L15: Full-time students,1622
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",-8,Does not apply,9,L15: Full-time students,0
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,1054
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1099
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",772
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,400
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,295
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,148
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,398
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,321
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,644
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,3027
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,498
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",343
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",416
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,248
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,84
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,59
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,295
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,248
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,265
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,1190
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,-8,Does not apply,462
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",291
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",311
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,159
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,109
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,66
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,138
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,152
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,135
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,1631
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,4873
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",8734
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",11314
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,5509
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,3341
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,2078
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,4145
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,4811
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,2572
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,27905
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,285
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",222
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",183
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,85
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,110
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,50
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,85
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,161
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,267
E12000003,Yorkshire and The Humber,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,507
E12000003,Yorkshire and The Humber,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,4,"Inflow: lived elsewhere one year ago outside the associated area, but within the UK",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
